id,NAME,Address,District,Test Type,FullAddres,Lab Type,Latitude,Longitude
175,HOLY GHOST MISSION HOSPITAL,HOLY GHOST MISSION HOSPITAL  KOTTAYAM,Kottayam,ANTIGEN,HOLY GHOST MISSION HOSPITAL  KOTTAYAM  Kottayam,Private Lab,9.7572053,76.499766
176,Marian Medical Centre,Marian Medical Centre  Arunapuram P.O Pala,Kottayam,ANTIGEN,Marian Medical Centre  Arunapuram P.O Pala  Kottayam,Private Lab,9.5935340,76.529395
177,MERCY HOSPITAL POTHY,MERCY HOSPITAL POTHY Thalayolaparambu,Kottayam,ANTIGEN,MERCY HOSPITAL POTHY Thalayolaparambu  Kottayam,Private Lab,9.6176950,76.707593
178,Marsleeva Medicity Palai,Marsleeva Medicity Palai,Kottayam,ANTIGEN,Marsleeva Medicity Palai  Kottayam,Private Lab,9.6798210,76.644120
179,SH Medical Centre,SH Medical Centre  Nagampadom  Kottayam,Kottayam,ANTIGEN,SH Medical Centre  Nagampadom  Kottayam  Kottayam,Private Lab,9.5935340,76.529395
180,Aravinda Hospitals,Aravinda Hospitals  Ponkunnam  Kottayam,Kottayam,ANTIGEN,Aravinda Hospitals  Ponkunnam  Kottayam,Private Lab,9.5577250,76.764461
181,Indo American Hospital,Indo American Hospital  Kottayam.,Kottayam,ANTIGEN,Indo American Hospital  Kottayam.  Kottayam,Private Lab,9.7216807,76.392581
182,Mannam Memorial NSS Medical Mission Hospital,Mannam Memorial NSS Medical Mission Hospital  Karukachal  Kottayam,Kottayam,ANTIGEN,Mannam Memorial NSS Medical Mission Hospital  Karukachal  Kottayam,Private Lab,9.4994306,76.633444
183,KIMS BELLEROSE INSTITUTE OF MEDICAL SCIENCES,KIMS BELLEROSE INSTITUTE OF MEDICAL SCIENCES Thoothooty Junction  Kudamaloor P.O  Kottayam,Kottayam,ANTIGEN,KIMS BELLEROSE INSTITUTE OF MEDICAL SCIENCES Thoothooty Junction  Kudamaloor P.O  Kottayam  Kottayam,Private Lab,9.5882530,76.529574
184,Carmel Medical Centre,Carmel Medical Centre  Kizhathadiyoor PO Pala  Kottayam,Kottayam,ANTIGEN,Carmel Medical Centre  Kizhathadiyoor PO Pala  Kottayam  Kottayam,Private Lab,9.7060960,76.662176
185,IHM Hospital,IHM Hospital  Bharananganam  Kottayam,Kottayam,ANTIGEN,IHM Hospital  Bharananganam  Kottayam  Kottayam,Private Lab,9.7047620,76.719249
186,Velankanni Matha Private Hospitals Pvt Ltd,Velankanni Matha Private Hospitals Pvt Ltd  Thellakom  Kottayam,Kottayam,ANTIGEN,Velankanni Matha Private Hospitals Pvt Ltd  Thellakom  Kottayam  Kottayam,Private Lab,9.5929890,76.521813
187,Indo American Hospital West Gate,Indo American Hospital West Gate  Vaikom Kottayam,Kottayam,ANTIGEN,Indo American Hospital West Gate  Vaikom Kottayam  Kottayam,Private Lab,9.7583290,76.398802
188,Mary Queens Mission Hospital,Mary Queens Mission Hospital  Kanjirappally  Kottayam,Kottayam,ANTIGEN,Mary Queens Mission Hospital  Kanjirappally  Kottayam  Kottayam,Private Lab,9.5580439,76.813982
189,M U M Hospital Monipally,M U M Hospital Monipally  Kottayam,Kottayam,ANTIGEN,M U M Hospital Monipally  Kottayam  Kottayam,Private Lab,9.8113050,76.563539
190,St. Vincent Hospital,St. Vincent Hospital  Kuravilangadu,Kottayam,ANTIGEN,St. Vincent Hospital  Kuravilangadu  Kottayam,Private Lab,9.7513630,76.562982
191,Caritas Hospital,Caritas Hospital Thellakom  Kottayam,Kottayam,ANTIGEN,Caritas Hospital Thellakom  Kottayam  Kottayam,Private Lab,9.6452500,76.549316
192,Mitera Hospitals Pvt Ltd,Mitera Hospitals Pvt Ltd  Thellakom. P O  Kottayam,Kottayam,ANTIGEN,Mitera Hospitals Pvt Ltd  Thellakom. P O  Kottayam  Kottayam,Private Lab,9.5929890,76.521813
193,PMC Hospital,PMC Hospital  Erattupetta  Kottayam,Kottayam,ANTIGEN,PMC Hospital  Erattupetta  Kottayam  Kottayam,Private Lab,9.6856663,76.782116
194,Base Hospital,Base Hospital  Manarcadu  Kottayam,Kottayam,ANTIGEN,Base Hospital  Manarcadu  Kottayam  Kottayam,Private Lab,9.5909420,76.578054
195,Paret Mar Ivanios Hospital,Paret Mar Ivanios Hospital  Puthuppally Kottayam,Kottayam,ANTIGEN,Paret Mar Ivanios Hospital  Puthuppally Kottayam  Kottayam,Private Lab,9.5531815,76.566679
196,Mar Kavukatt Memorial Hospital,Mar Kavukatt Memorial Hospital Pravithanam Kottayam,Kottayam,ANTIGEN,Mar Kavukatt Memorial Hospital Pravithanam Kottayam  Kottayam,Private Lab,9.7473158,76.703386
197,Cherupushpam Trust Hospital,Cherupushpam Trust Hospital  Pala  Kottayam,Kottayam,ANTIGEN,Cherupushpam Trust Hospital  Pala  Kottayam  Kottayam,Private Lab,9.7620570,76.564662
198,DSH Hospital,DSH Hospital  Kalatipady  Kottayam,Kottayam,ANTIGEN,DSH Hospital  Kalatipady  Kottayam  Kottayam,Private Lab,9.6452500,76.549316
199,Assissi Hospital,Assissi Hospital  Mukkoottuthura  Erumeli  Kottayam,Kottayam,ANTIGEN,Assissi Hospital  Mukkoottuthura  Erumeli  Kottayam  Kottayam,Private Lab,9.8215180,76.431201
200,Rani Hospital,Rani Hospital  Kanjirappally  Kottayam,Kottayam,ANTIGEN,Rani Hospital  Kanjirappally  Kottayam  Kottayam,Private Lab,9.5592747,76.801653
201,Dianova Laboratories,Dianova Laboratories   Gandhi Nagar  Kottayam,Kottayam,ANTIGEN,Dianova Laboratories   Gandhi Nagar  Kottayam  Kottayam,Private Lab,9.6297780,76.775440
202,Dharmagiri St.Joseph Hospital,Dharmagiri St.Joseph Hospital  Mukkam,Kottayam,ANTIGEN,Dharmagiri St.Joseph Hospital  Mukkam,Private Lab,11.3309944,75.985864
203,Alphonsa Eye Hospital,Alphonsa Eye Hospital  Pala,Kottayam,ANTIGEN,Alphonsa Eye Hospital  Pala  Kottayam,Private Lab,9.7088081,76.676523
204,Kadampuzha Hospital,Kadampuzha Hospital  Kanjirappally,Kottayam,ANTIGEN,Kadampuzha Hospital  Kanjirappally  Kottayam,Private Lab,9.6452500,76.549316
205,Udayagiri Multispecialty Hospital,Udayagiri Multispecialty Hospital  Perunna  Changanassery,Kottayam,ANTIGEN,Udayagiri Multispecialty Hospital  Perunna  Changanassery  Kottayam,Private Lab,9.4442830,76.545913
206,Vaikom Sathyagraha Memorial hospital,Vaikom Sathyagraha Memorial hospital  Kottayam,Kottayam,ANTIGEN,Vaikom Sathyagraha Memorial hospital  Kottayam  Kottayam,Private Lab,9.7491342,76.390068
207,NSS Medical Mission Hospital,NSS Medical Mission Hospital  Perunna  Changanacherry  Kottayam,Kottayam,ANTIGEN,NSS Medical Mission Hospital  Perunna  Changanacherry  Kottayam  Kottayam,Private Lab,9.4390910,76.543793
208,Meitra Hospital,Meitra Hospital  Kozhikode,Kozhikode,ANTIGEN,Meitra Hospital  Kozhikode  Kozhikode,Private Lab,11.3017425,75.774697
209,Baby memorial hospital,Baby memorial hospital  Kozhikode,Kozhikode,ANTIGEN,Baby memorial hospital  Kozhikode  Kozhikode,Private Lab,11.2600608,75.792059
210,IQRAA,IQRAA  Kozhikode,Kozhikode,ANTIGEN,IQRAA  Kozhikode  Kozhikode,Private Lab,11.2863772,75.798288
211,Malabar multispeciality centre,Malabar multispeciality centre Eranhipalam,Kozhikode,ANTIGEN,Malabar multispeciality centre Eranhipalam  Kozhikode,Private Lab,11.1417890,75.968945
212,Nirmala Hospital,Nirmala Hospital  Calicut,Kozhikode,ANTIGEN,Nirmala Hospital  Calicut  Kozhikode,Private Lab,11.2918040,75.824588
213,Starcare Hospital,Starcare Hospital  Kozhikode,Kozhikode,ANTIGEN,Starcare Hospital  Kozhikode  Kozhikode,Private Lab,11.2690819,75.809456
214,Saroj Diagnostic Laboratory,Saroj Diagnostic Laboratory  Malaparamba  Kozhikode,Kozhikode,ANTIGEN,Saroj Diagnostic Laboratory  Malaparamba  Kozhikode,Private Lab,11.2882000,75.800647
215,ASTER MIMS Kozhikode,ASTER MIMS Kozhikode,Kozhikode,ANTIGEN,ASTER MIMS Kozhikode  Kozhikode,Private Lab,11.2785960,75.805073
216,IQRAA Community hospital thottilpalam,IQRAA Community hospital thottilpalam  Kozhikode,Kozhikode,ANTIGEN,IQRAA Community hospital thottilpalam  Kozhikode,Private Lab,11.6730417,75.772111
217,AZA DIAGNOSTIC CENTRE,AZA DIAGNOSTIC CENTRE,Kozhikode,ANTIGEN,AZA DIAGNOSTIC CENTRE,Private Lab,11.2555028,75.788978
218,MicroHealth Laboratories,MicroHealth Laboratories  Arayidathupalam  Kozhikode,Kozhikode,ANTIGEN,MicroHealth Laboratories  Arayidathupalam  Kozhikode  Kozhikode,Private Lab,11.2785960,75.805073
219,Santhi Hospital,Santhi Hospital  Omassery  Kozhikode,Kozhikode,ANTIGEN,Santhi Hospital  Omassery  Kozhikode  Kozhikode,Private Lab,11.3626369,75.964657
220,Chest Hospital,Chest Hospital  Pavamani Road  Kozhikode,Kozhikode,ANTIGEN,Chest Hospital  Pavamani Road  Kozhikode  Kozhikode,Private Lab,11.2551900,75.784093
221,KMCT Medical College Hospital,KMCT Medical College Hospital Manassery(P Mukkam(Via,Kozhikode,ANTIGEN,KMCT Medical College Hospital Manassery(P Mukkam(Via  Kozhikode,Private Lab,11.3261080,75.970620
222,Asten Specialty Orthopaedic Hospital,Asten Specialty Orthopaedic Hospital  Pantheerankavu  Kozhikode,Kozhikode,ANTIGEN,Asten Specialty Orthopaedic Hospital  Pantheerankavu  Kozhikode,Private Lab,11.2317639,75.851492
223,Malabar Medical College & Research Centre,Malabar Medical College & Research Centre  Kozhikode,Kozhikode,ANTIGEN,Malabar Medical College & Research Centre  Kozhikode  Kozhikode,Private Lab,11.4335599,75.776253
224,DDRC SRL Diagnostics Pvt Ltd,DDRC SRL Diagnostics Pvt Ltd  Sana Tower  Devagiri College Road  Medical College PO. Calict,Kozhikode,ANTIGEN,DDRC SRL Diagnostics Pvt Ltd  Sana Tower  Devagiri College Road  Medical College PO. Calict,Private Lab,11.2698917,75.837181
225,Koduvally Institute of Medical Science,Koduvally Institute of Medical Science  Pvt  Ltd,Kozhikode,ANTIGEN,Koduvally Institute of Medical Science  Pvt  Ltd  Kozhikode,Private Lab,11.8018470,76.005711
226,EMS Co-op hospital,EMS Co-op hospital  Mukkam,Kozhikode,ANTIGEN,EMS Co-op hospital  Mukkam  Kozhikode,Private Lab,11.3259450,75.991861
227,Aliya Diagnostic and Research Centre,Aliya Diagnostic and Research Centre Medical College  Kozhikode,Kozhikode,ANTIGEN,Aliya Diagnostic and Research Centre Medical College  Kozhikode  Kozhikode,Private Lab,11.5546210,75.849134
228,Asha Hospital,Asha Hospital  Vadakara  Kozhikode,Kozhikode,ANTIGEN,Asha Hospital  Vadakara  Kozhikode  Kozhikode,Private Lab,11.6046063,75.589840
229,ASWINI DIAGNOSTIC SERVICES,ASWINI DIAGNOSTIC SERVICES  Chinthavalappu KOZHIKODE,Kozhikode,ANTIGEN,ASWINI DIAGNOSTIC SERVICES  Chinthavalappu KOZHIKODE,Private Lab,11.2517389,75.788028
230,Cradle Calicut,Cradle Calicut  Maternity Care Pvt Limited  Calicut,Kozhikode,ANTIGEN,Cradle Calicut  Maternity Care Pvt Limited  Calicut  Kozhikode,Private Lab,11.5538870,75.843912
231,MVR Cancer Centre & Research Institute,MVR Cancer Centre & Research Institute Calicut,Kozhikode,ANTIGEN,MVR Cancer Centre & Research Institute Calicut  Kozhikode,Private Lab,11.2945142,75.946817
232,RED CRESCENT HOSPITAL,RED CRESCENT HOSPITAL  Feroke,Kozhikode,ANTIGEN,RED CRESCENT HOSPITAL  Feroke  Kozhikode,Private Lab,11.1825480,75.848230
233,R Cell Diagnostics,R Cell Diagnostics  Arayidathupalam  Kozhikode,Kozhikode,ANTIGEN,R Cell Diagnostics  Arayidathupalam  Kozhikode  Kozhikode,Private Lab,11.2785960,75.805073
234,Metromed International Cardiac Centre,Metromed International Cardiac Centre  Thondayad Bypass Road  G A College P O Kozhikode  Kerala,Kozhikode,ANTIGEN,Metromed International Cardiac Centre  Thondayad Bypass Road  G A College P O Kozhikode  Kerala  Kozhikode,Private Lab,11.2453560,75.836078
235,KARUNYA HEALTH CARE,KARUNYA HEALTH CARE  Jafar Khan Colony road  Calicut -6,Kozhikode,ANTIGEN,KARUNYA HEALTH CARE  Jafar Khan Colony road  Calicut -6  Kozhikode,Private Lab,11.4798020,75.834387
236,Ceeyam Hospital,Ceeyam Hospital  V O Road  Vatakara,Kozhikode,ANTIGEN,Ceeyam Hospital  V O Road  Vatakara  Kozhikode,Private Lab,11.2785960,75.805073
237,Care Reference Laboratories.,Care Reference Laboratories.  Velliparamba Calicut,Kozhikode,ANTIGEN,Care Reference Laboratories.  Velliparamba Calicut  Kozhikode,Private Lab,11.3935580,75.725133
238,Lisa Hospital,Lisa Hospital Thiruvampadi  Kozhikode,Kozhikode,ANTIGEN,Lisa Hospital Thiruvampadi  Kozhikode  Kozhikode,Private Lab,11.3615850,76.012716
239,EMS Memorial Co-operative Hospital,EMS Memorial Co-operative Hospital  Perambra  Kozhikode,Kozhikode,ANTIGEN,EMS Memorial Co-operative Hospital  Perambra  Kozhikode  Kozhikode,Private Lab,11.4445660,75.694225
240,IQRAA Community Clinic,IQRAA Community Clinic  Kallai  Calicut,Kozhikode,ANTIGEN,IQRAA Community Clinic  Kallai  Calicut  Kozhikode,Private Lab,11.4798020,75.834387
241,Micro Health Laboratories,Micro Health Laboratories  MP Tower  Next to Lavanya Plaza  Near Taluk Hospital  Thamarassery  Kozhikode,Kozhikode,ANTIGEN,Micro Health Laboratories  MP Tower  Next to Lavanya Plaza  Near Taluk Hospital  Thamarassery  Kozhikode,Private Lab,11.2583139,75.794683
242,Fathima Hospital,Fathima Hospital Bank Road Calicut,Kozhikode,ANTIGEN,Fathima Hospital Bank Road Calicut  Kozhikode,Private Lab,11.4798020,75.834387
243,R.M. HOSPITAL,R.M. HOSPITAL BEYPORE CALICUT,Kozhikode,ANTIGEN,R.M. HOSPITAL BEYPORE CALICUT  Kozhikode,Private Lab,11.1767420,75.807030
244,Doctors Lab,Doctors Lab  Payyoli  Kozhikode,Kozhikode,ANTIGEN,Doctors Lab  Payyoli  Kozhikode  Kozhikode,Private Lab,11.5159889,75.621230
245,Amana Hospital,Amana Hospital  Adukath PO  Kozhikode,Kozhikode,ANTIGEN,Amana Hospital  Adukath PO  Kozhikode  Kozhikode,Private Lab,11.6519430,75.759923
246,Vadakara Co operative Hospital,Vadakara Co operative Hospital  Kozhikode,Kozhikode,ANTIGEN,Vadakara Co operative Hospital  Kozhikode  Kozhikode,Private Lab,11.5896870,75.595315
247,Amal Hospitals and Research Center,Amal Hospitals and Research Center  Perumalpuram  Thikoti  Kozhikode,Kozhikode,ANTIGEN,Amal Hospitals and Research Center  Perumalpuram  Thikoti  Kozhikode  Kozhikode,Private Lab,11.5068240,75.625010
248,Dr.Scan Diagnostic Centre,Dr.Scan Diagnostic Centre  A Unit of Sreekumar&Abilash Healthcare Pvt Ltd Near Arayedathupalam Mavoor Road Kozhikode,Kozhikode,ANTIGEN,Dr.Scan Diagnostic Centre  A Unit of Sreekumar&Abilash Healthcare Pvt Ltd Near Arayedathupalam Mavoor Road Kozhikode  Kozhikode,Private Lab,11.2584740,75.795794
249,DOCTORS LAB,DOCTORS LAB Near CHC Meladi  Perumal Puram  Thikkoti PO KOZHIKODE,Kozhikode,ANTIGEN,DOCTORS LAB Near CHC Meladi  Perumal Puram  Thikkoti PO KOZHIKODE,Private Lab,11.2596528,75.787283
250,Micro Diagnostics,Micro Diagnostics  Opp: City Medicals  Near Old Bus Stand  Kuttiadi  Kozhikode,Kozhikode,ANTIGEN,Micro Diagnostics  Opp: City Medicals  Near Old Bus Stand  Kuttiadi  Kozhikode  Kozhikode,Private Lab,11.5155290,75.620442
251,DOCTORS SPECIALTY LAB,DOCTORS SPECIALTY LAB Near Govt Taluk Hospital  Ballusery Mukku  Vattoli Bazar,Kozhikode,ANTIGEN,DOCTORS SPECIALTY LAB Near Govt Taluk Hospital  Ballusery Mukku  Vattoli Bazar  Kozhikode,Private Lab,11.3120650,75.828185
252,TMH Hospital,TMH Hospital  Kottakadavu  Kadalundi  Kozhikode,Kozhikode,ANTIGEN,TMH Hospital  Kottakadavu  Kadalundi  Kozhikode  Kozhikode,Private Lab,11.1387853,75.837502
253,MAK Hospitals Pvt Ltd,MAK Hospitals Pvt Ltd  Cheruvannur  Feroke- Post  Kozhikode,Kozhikode,ANTIGEN,MAK Hospitals Pvt Ltd  Cheruvannur  Feroke- Post  Kozhikode  Kozhikode,Private Lab,11.2785960,75.805073
254,Korambayil Hospital and Diagnostic Centre Pvt Ltd,Korambayil Hospital and Diagnostic Centre Pvt Ltd  Manjeri,Kozhikode,ANTIGEN,Korambayil Hospital and Diagnostic Centre Pvt Ltd  Manjeri,Private Lab,11.1228556,76.125817
255,Dharu Shifa,Dharu Shifa  Kallampara  Perumugham P O  Feroke  Kozhikode,Kozhikode,ANTIGEN,Dharu Shifa  Kallampara  Perumugham P O  Feroke  Kozhikode  Kozhikode,Private Lab,11.2706650,75.776255
256,KIMS AL SHIFA,KIMS AL SHIFA  MALAPPURAM,Malappuram,ANTIGEN,KIMS AL SHIFA  MALAPPURAM  Malappuram,Private Lab,10.9845734,76.223811
257,Edappal Hospitals,Edappal Hospitals  Malappuram,Malappuram,ANTIGEN,Edappal Hospitals  Malappuram  Malappuram,Private Lab,10.7820357,76.010801
258,IQRAA Community Hospital Vazhakkad,IQRAA Community Hospital Vazhakkad  Malappuram,Malappuram,ANTIGEN,IQRAA Community Hospital Vazhakkad  Malappuram  Malappuram,Private Lab,11.2481080,75.950907
259,IBNU SEENA MEDICAL CENTRE,IBNU SEENA MEDICAL CENTRE  Manjeri,Malappuram,ANTIGEN,IBNU SEENA MEDICAL CENTRE  Manjeri  Malappuram,Private Lab,11.1210480,76.114305
260,Aster MIMS - Kottakkal,Aster MIMS - Kottakkal  Malappuram,Malappuram,ANTIGEN,Aster MIMS - Kottakkal  Malappuram  Malappuram,Private Lab,10.9960453,75.993841
261,sukapuram Hospital,sukapuram Hospital  Edappal  Malappuram,Malappuram,ANTIGEN,sukapuram Hospital  Edappal  Malappuram  Malappuram,Private Lab,10.7789104,76.009465
262,Nadakkavil Hospital,Nadakkavil Hospital  Perinthalmanna Road Valanchery  Malappuram,Malappuram,ANTIGEN,Nadakkavil Hospital  Perinthalmanna Road Valanchery  Malappuram  Malappuram,Private Lab,10.8935928,76.074929
263,Nizar Hospital Pattambi Road Valanchery Malappuram,Nizar Hospital Pattambi Road Valanchery Malappuram,Malappuram,ANTIGEN,Nizar Hospital Pattambi Road Valanchery Malappuram  Malappuram,Private Lab,10.8858630,76.073973
264,AL Salama Diagnostic Centre,AL Salama Diagnostic Centre  Tirur,Malappuram,ANTIGEN,AL Salama Diagnostic Centre  Tirur,Private Lab,10.9367583,75.936547
265,Neethi Lab,Neethi Lab  Tirur  Near Govt Hospital  Thettammal Building  Tirur,Malappuram,ANTIGEN,Neethi Lab  Tirur  Near Govt Hospital  Thettammal Building  Tirur,Private Lab,10.9124639,75.922944
266,S.H.Hospital,S.H.Hospital Manimooly P.O Nilambur Via  Malappuram,Malappuram,ANTIGEN,S.H.Hospital Manimooly P.O Nilambur Via  Malappuram  Malappuram,Private Lab,10.9748880,76.225415
267,Al Madeena Institute of Medical Science Pvt Ltd. ALMAS Hospital,Al Madeena Institute of Medical Science Pvt Ltd. ALMAS Hospital  Kottakkal  Malappuram,Malappuram,ANTIGEN,Al Madeena Institute of Medical Science Pvt Ltd. ALMAS Hospital  Kottakkal  Malappuram  Malappuram,Private Lab,10.9959340,75.994065
268,Alba Specialty Laboratory,Alba Specialty Laboratory Perinthalmanna Road  Valanchery,Malappuram,ANTIGEN,Alba Specialty Laboratory Perinthalmanna Road  Valanchery  Malappuram,Private Lab,11.0953860,76.120217
269,DOCTORS SPECIALITY LABORATORY,DOCTORS SPECIALITY LABORATORY  OP GOVT HOSPITAL  TIRUR. MALAPPURAM,Malappuram,ANTIGEN,DOCTORS SPECIALITY LABORATORY  OP GOVT HOSPITAL  TIRUR. MALAPPURAM,Private Lab,10.9094778,75.919389
270,Moulana Hospital,Moulana Hospital  Perinthalmanna  Malappuram,Malappuram,ANTIGEN,Moulana Hospital  Perinthalmanna  Malappuram  Malappuram,Private Lab,10.9764846,76.225599
271,NIMS Hospital,NIMS Hospital  Wandoor  Malappuram,Malappuram,ANTIGEN,NIMS Hospital  Wandoor  Malappuram  Malappuram,Private Lab,11.1928814,76.244591
272,Sreevalsam Institute of Medical Sciences,Sreevalsam Institute of Medical Sciences  Kololambu P.O  Naduvattom Edappal Malappuram,Malappuram,ANTIGEN,Sreevalsam Institute of Medical Sciences  Kololambu P.O  Naduvattom Edappal Malappuram  Malappuram,Private Lab,10.7848200,76.003650
273,M K H Hospital,M K H Hospital  Thirurangadi  Malappuram,Malappuram,ANTIGEN,M K H Hospital  Thirurangadi  Malappuram  Malappuram,Private Lab,10.9845480,76.223818
274,Maanu Memorial Hospital,Maanu Memorial Hospital Melakkam  Manjeri  Malappuram,Malappuram,ANTIGEN,Maanu Memorial Hospital Melakkam  Manjeri  Malappuram  Malappuram,Private Lab,11.1284550,76.116228
275,Tirurangadi Medical Laboratory( A unit of Janatha Diagnostics,Tirurangadi Medical Laboratory( A unit of Janatha Diagnostics  Chemmad  P.O Tirurangadi  Malappuram,Malappuram,ANTIGEN,Tirurangadi Medical Laboratory( A unit of Janatha Diagnostics  Chemmad  P.O Tirurangadi  Malappuram  Malappuram,Private Lab,11.0276650,75.923390
276,SUTHARYA HEALTHCARE AND DIAGNOSTICS,SUTHARYA HEALTHCARE AND DIAGNOSTICS  GOVINDAM ARCADE  MUTTUNGAL JUNCTION  PERINTHALMANNA  MALAPPURAM,Malappuram,ANTIGEN,SUTHARYA HEALTHCARE AND DIAGNOSTICS  GOVINDAM ARCADE  MUTTUNGAL JUNCTION  PERINTHALMANNA  MALAPPURAM  Malappuram,Private Lab,10.7887640,75.948330
277,Ramdas Clinic and Nursing Home,Ramdas Clinic and Nursing Home  Perinthalmanna  Malappuram,Malappuram,ANTIGEN,Ramdas Clinic and Nursing Home  Perinthalmanna  Malappuram  Malappuram,Private Lab,10.9772920,76.201601
278,Mother Hospital,Mother Hospital Areekode  Malappuram,Malappuram,ANTIGEN,Mother Hospital Areekode  Malappuram  Malappuram,Private Lab,11.2313406,76.037938
279,MBH Hospital LLP,MBH Hospital LLP  Down Hill Post  Malappuram,Malappuram,ANTIGEN,MBH Hospital LLP  Down Hill Post  Malappuram  Malappuram,Private Lab,11.0450550,76.075837
280,Mumtaz clinic and maternity home,Mumtaz clinic and maternity home  Pattambi road  Perintalmanna,Malappuram,ANTIGEN,Mumtaz clinic and maternity home  Pattambi road  Perintalmanna  Malappuram,Private Lab,10.9690030,76.225916
281,Mooniyoor Nursing Home,Mooniyoor Nursing Home  Alinchuvadu  Mooniyoor P O Malappuram,Malappuram,ANTIGEN,Mooniyoor Nursing Home  Alinchuvadu  Mooniyoor P O Malappuram  Malappuram,Private Lab,11.1587390,76.054542
282,BM hospital Nilambur,BM hospital Nilambur  Vk road  Nilambur  Malappuram,Malappuram,ANTIGEN,BM hospital Nilambur  Vk road  Nilambur  Malappuram  Malappuram,Private Lab,10.9761810,76.217235
283,Malabar Hospital (P Ltd,Malabar Hospital (P Ltd  Manjeri  Malappuram,Malappuram,ANTIGEN,Malabar Hospital (P Ltd  Manjeri  Malappuram  Malappuram,Private Lab,11.1245290,76.110917
284,EMS Memorial Co-operative Hospital & Research Centre Ltd,EMS Memorial Co-operative Hospital & Research Centre Ltd  Panambi  P.O. Perinthalmanna  Mallappuram,Malappuram,ANTIGEN,EMS Memorial Co-operative Hospital & Research Centre Ltd  Panambi  P.O. Perinthalmanna  Mallappuram  Malappuram,Private Lab,10.9948790,76.463271
285,Daru Sifa Hospital,Daru Sifa Hospital  Kunnumpuram  Malappuram,Malappuram,ANTIGEN,Daru Sifa Hospital  Kunnumpuram  Malappuram,Private Lab,11.0828750,75.951378
286,Al Abeer Hospital,Al Abeer Hospital  Kizhisseri  Kuzhimana  Malappuram,Malappuram,ANTIGEN,Al Abeer Hospital  Kizhisseri  Kuzhimana  Malappuram  Malappuram,Private Lab,10.9854820,76.222624
287,DMS HOSPITAL LLP,DMS HOSPITAL LLP  DOOR NO: 11/36-52 4 H AVENUE  NH MELECHELARI THENHIPALAM PO,Malappuram,ANTIGEN,DMS HOSPITAL LLP  DOOR NO: 11/36-52 4 H AVENUE  NH MELECHELARI THENHIPALAM PO,Private Lab,11.1137222,75.890353
288,SUDHARMA SPECIALTY LABORATORY,SUDHARMA SPECIALTY LABORATORY  NMS Tower  Calicut Road  Valanchery,Malappuram,ANTIGEN,SUDHARMA SPECIALTY LABORATORY  NMS Tower  Calicut Road  Valanchery  Malappuram,Private Lab,11.0953860,76.120217
289,MOTHER CARE AND HEALTH CENTRE (P LTD,MOTHER CARE AND HEALTH CENTRE (P LTD Vattambalam Kumaramputhur   Mannarkad  Palakkad,Malappuram,ANTIGEN,MOTHER CARE AND HEALTH CENTRE (P LTD Vattambalam Kumaramputhur   Mannarkad  Palakkad,Private Lab,10.9834250,76.423225
290,ARMC AEGIS Hospital,ARMC AEGIS Hospital  Bypass road  Perinthalmanna  Malappuram,Malappuram,ANTIGEN,ARMC AEGIS Hospital  Bypass road  Perinthalmanna  Malappuram  Malappuram,Private Lab,10.9189330,75.927215
291,Valluvanad Hospital Complex Limited,Valluvanad Hospital Complex Limited Kanniyampuram(PO Ottapalam  Palakkad,Palakkad,ANTIGEN,Valluvanad Hospital Complex Limited Kanniyampuram(PO Ottapalam  Palakkad  Palakkad,Private Lab,10.7748620,76.654783
292,Paalana Institute of Medical Sciences,Paalana Institute of Medical Sciences  unit of Malabar Medical Mission Trust Kannadi. po  Palakkad,Palakkad,ANTIGEN,Paalana Institute of Medical Sciences  unit of Malabar Medical Mission Trust Kannadi. po  Palakkad   Palakkad,Private Lab,10.7383990,76.651172
293,New Alma Hospital,New Alma Hospital  Mannarkad  Palakkad,Palakkad,ANTIGEN,New Alma Hospital  Mannarkad  Palakkad  Palakkad,Private Lab,10.9857009,76.451934
294,P.K.Das Institute of Medical Sciences,P.K.Das Institute of Medical Sciences Vaniamkulam  Palakkad,Palakkad,ANTIGEN,P.K.Das Institute of Medical Sciences Vaniamkulam  Palakkad  Palakkad,Private Lab,10.7383990,76.651172
295,Sevana Hospital & Research Centre Pvt. LTD,Sevana Hospital & Research Centre Pvt. LTD Kalladipatta (PO Pattambi,Palakkad,ANTIGEN,Sevana Hospital & Research Centre Pvt. LTD Kalladipatta (PO Pattambi  Palakkad,Private Lab,10.8059211,76.201535
296,Ahalia Diabetes Hospital,Ahalia Diabetes Hospital Kozhippara  Palakkad,Palakkad,ANTIGEN,Ahalia Diabetes Hospital Kozhippara  Palakkad  Palakkad,Private Lab,10.7921560,76.827528
297,Palakkad District Co-operative hospital and Research centre Limited,Palakkad District Co-operative hospital and Research centre Limited  Palakkad,Palakkad,ANTIGEN,Palakkad District Co-operative hospital and Research centre Limited  Palakkad  Palakkad,Private Lab,10.7704270,76.408786
298,MODERN HOSPITAL,MODERN HOSPITAL  Guruvayur Road Koottanad  Palakkad,Palakkad,ANTIGEN,MODERN HOSPITAL  Guruvayur Road Koottanad  Palakkad  Palakkad,Private Lab,10.7843010,76.653451
